category,subcategory,style,color,name,asset_key,base_path,rarity,price_cr,obtain_method
head,eyes,shock,red,Shock Eyes Red,eyes_shock_red,\AssetsStore\spritesheets\head\eyes\shock\red.png,common,3,store
head,eyes,shock,yellow,Shock Eyes Yellow,eyes_shock_yellow,\AssetsStore\spritesheets\head\eyes\shock\yellow.png,common,3,store
head,eyes,shame,blue,Shame Eyes Blue,eyes_shame_blue,\AssetsStore\spritesheets\head\eyes\shame\blue.png,rare,0,gacha
head,eyes,shame,brown,Shame Eyes Brown,eyes_shame_brown,\AssetsStore\spritesheets\head\eyes\shame\brown.png,common,3,store
head,eyes,shame,gray,Shame Eyes Gray,eyes_shame_gray,\AssetsStore\spritesheets\head\eyes\shame\gray.png,common,3,store
head,eyes,shame,green,Shame Eyes Green,eyes_shame_green,\AssetsStore\spritesheets\head\eyes\shame\green.png,rare,0,gacha
head,eyes,shame,orange,Shame Eyes Orange,eyes_shame_orange,\AssetsStore\spritesheets\head\eyes\shame\orange.png,common,3,store
head,eyes,shame,purple,Shame Eyes Purple,eyes_shame_purple,\AssetsStore\spritesheets\head\eyes\shame\purple.png,rare,0,gacha
head,eyes,shame,red,Shame Eyes Red,eyes_shame_red,\AssetsStore\spritesheets\head\eyes\shame\red.png,common,3,store
head,eyes,shame,yellow,Shame Eyes Yellow,eyes_shame_yellow,\AssetsStore\spritesheets\head\eyes\shame\yellow.png,common,3,store
head,eyes,sad2,blue,Sad2 Eyes Blue,eyes_sad2_blue,\AssetsStore\spritesheets\head\eyes\sad2\blue.png,rare,0,gacha
head,eyes,sad2,brown,Sad2 Eyes Brown,eyes_sad2_brown,\AssetsStore\spritesheets\head\eyes\sad2\brown.png,common,3,store
head,eyes,sad2,gray,Sad2 Eyes Gray,eyes_sad2_gray,\AssetsStore\spritesheets\head\eyes\sad2\gray.png,common,3,store
head,eyes,sad2,green,Sad2 Eyes Green,eyes_sad2_green,\AssetsStore\spritesheets\head\eyes\sad2\green.png,rare,0,gacha
head,eyes,sad2,orange,Sad2 Eyes Orange,eyes_sad2_orange,\AssetsStore\spritesheets\head\eyes\sad2\orange.png,common,3,store
head,eyes,sad2,purple,Sad2 Eyes Purple,eyes_sad2_purple,\AssetsStore\spritesheets\head\eyes\sad2\purple.png,rare,0,gacha
head,eyes,sad2,red,Sad2 Eyes Red,eyes_sad2_red,\AssetsStore\spritesheets\head\eyes\sad2\red.png,common,3,store
head,eyes,sad2,yellow,Sad2 Eyes Yellow,eyes_sad2_yellow,\AssetsStore\spritesheets\head\eyes\sad2\yellow.png,common,3,store
head,eyes,sad,blue,Sad Eyes Blue,eyes_sad_blue,\AssetsStore\spritesheets\head\eyes\sad\blue.png,rare,0,gacha
head,eyes,sad,brown,Sad Eyes Brown,eyes_sad_brown,\AssetsStore\spritesheets\head\eyes\sad\brown.png,common,3,store
head,eyes,sad,gray,Sad Eyes Gray,eyes_sad_gray,\AssetsStore\spritesheets\head\eyes\sad\gray.png,common,3,store
head,eyes,sad,green,Sad Eyes Green,eyes_sad_green,\AssetsStore\spritesheets\head\eyes\sad\green.png,rare,0,gacha
head,eyes,sad,orange,Sad Eyes Orange,eyes_sad_orange,\AssetsStore\spritesheets\head\eyes\sad\orange.png,common,3,store
head,eyes,sad,purple,Sad Eyes Purple,eyes_sad_purple,\AssetsStore\spritesheets\head\eyes\sad\purple.png,rare,0,gacha
head,eyes,sad,red,Sad Eyes Red,eyes_sad_red,\AssetsStore\spritesheets\head\eyes\sad\red.png,common,3,store
head,eyes,sad,yellow,Sad Eyes Yellow,eyes_sad_yellow,\AssetsStore\spritesheets\head\eyes\sad\yellow.png,common,3,store
head,eyes,neutral,blue,Neutral Eyes Blue,eyes_neutral_blue,\AssetsStore\spritesheets\head\eyes\neutral\blue.png,rare,0,gacha
head,eyes,neutral,brown,Neutral Eyes Brown,eyes_neutral_brown,\AssetsStore\spritesheets\head\eyes\neutral\brown.png,common,3,store
head,eyes,neutral,gray,Neutral Eyes Gray,eyes_neutral_gray,\AssetsStore\spritesheets\head\eyes\neutral\gray.png,common,3,store
head,eyes,neutral,green,Neutral Eyes Green,eyes_neutral_green,\AssetsStore\spritesheets\head\eyes\neutral\green.png,rare,0,gacha
head,eyes,neutral,orange,Neutral Eyes Orange,eyes_neutral_orange,\AssetsStore\spritesheets\head\eyes\neutral\orange.png,common,3,store
head,eyes,neutral,purple,Neutral Eyes Purple,eyes_neutral_purple,\AssetsStore\spritesheets\head\eyes\neutral\purple.png,rare,0,gacha
head,eyes,neutral,red,Neutral Eyes Red,eyes_neutral_red,\AssetsStore\spritesheets\head\eyes\neutral\red.png,common,3,store
head,eyes,neutral,yellow,Neutral Eyes Yellow,eyes_neutral_yellow,\AssetsStore\spritesheets\head\eyes\neutral\yellow.png,common,3,store
head,eyes,look_r,blue,Look_R Eyes Blue,eyes_look_r_blue,\AssetsStore\spritesheets\head\eyes\look_r\blue.png,rare,0,gacha
head,eyes,look_r,brown,Look_R Eyes Brown,eyes_look_r_brown,\AssetsStore\spritesheets\head\eyes\look_r\brown.png,common,3,store
head,eyes,look_r,gray,Look_R Eyes Gray,eyes_look_r_gray,\AssetsStore\spritesheets\head\eyes\look_r\gray.png,common,3,store
head,eyes,look_r,green,Look_R Eyes Green,eyes_look_r_green,\AssetsStore\spritesheets\head\eyes\look_r\green.png,rare,0,gacha
head,eyes,look_r,orange,Look_R Eyes Orange,eyes_look_r_orange,\AssetsStore\spritesheets\head\eyes\look_r\orange.png,common,3,store
head,eyes,look_r,purple,Look_R Eyes Purple,eyes_look_r_purple,\AssetsStore\spritesheets\head\eyes\look_r\purple.png,rare,0,gacha
head,eyes,look_r,red,Look_R Eyes Red,eyes_look_r_red,\AssetsStore\spritesheets\head\eyes\look_r\red.png,common,3,store
head,eyes,look_r,yellow,Look_R Eyes Yellow,eyes_look_r_yellow,\AssetsStore\spritesheets\head\eyes\look_r\yellow.png,common,3,store
head,eyes,look_l,blue,Look_L Eyes Blue,eyes_look_l_blue,\AssetsStore\spritesheets\head\eyes\look_l\blue.png,rare,0,gacha
head,eyes,look_l,brown,Look_L Eyes Brown,eyes_look_l_brown,\AssetsStore\spritesheets\head\eyes\look_l\brown.png,common,3,store
head,eyes,look_l,gray,Look_L Eyes Gray,eyes_look_l_gray,\AssetsStore\spritesheets\head\eyes\look_l\gray.png,common,3,store
head,eyes,look_l,green,Look_L Eyes Green,eyes_look_l_green,\AssetsStore\spritesheets\head\eyes\look_l\green.png,rare,0,gacha
head,eyes,look_l,orange,Look_L Eyes Orange,eyes_look_l_orange,\AssetsStore\spritesheets\head\eyes\look_l\orange.png,common,3,store
head,eyes,look_l,purple,Look_L Eyes Purple,eyes_look_l_purple,\AssetsStore\spritesheets\head\eyes\look_l\purple.png,rare,0,gacha
head,eyes,look_l,red,Look_L Eyes Red,eyes_look_l_red,\AssetsStore\spritesheets\head\eyes\look_l\red.png,common,3,store
head,eyes,look_l,yellow,Look_L Eyes Yellow,eyes_look_l_yellow,\AssetsStore\spritesheets\head\eyes\look_l\yellow.png,common,3,store
head,eyes,eyeroll,blue,Eyeroll Eyes Blue,eyes_eyeroll_blue,\AssetsStore\spritesheets\head\eyes\eyeroll\blue.png,rare,0,gacha
head,eyes,eyeroll,brown,Eyeroll Eyes Brown,eyes_eyeroll_brown,\AssetsStore\spritesheets\head\eyes\eyeroll\brown.png,common,3,store
head,eyes,eyeroll,gray,Eyeroll Eyes Gray,eyes_eyeroll_gray,\AssetsStore\spritesheets\head\eyes\eyeroll\gray.png,common,3,store
head,eyes,eyeroll,green,Eyeroll Eyes Green,eyes_eyeroll_green,\AssetsStore\spritesheets\head\eyes\eyeroll\green.png,rare,0,gacha
head,eyes,eyeroll,orange,Eyeroll Eyes Orange,eyes_eyeroll_orange,\AssetsStore\spritesheets\head\eyes\eyeroll\orange.png,common,3,store
head,eyes,eyeroll,purple,Eyeroll Eyes Purple,eyes_eyeroll_purple,\AssetsStore\spritesheets\head\eyes\eyeroll\purple.png,rare,0,gacha
head,eyes,eyeroll,red,Eyeroll Eyes Red,eyes_eyeroll_red,\AssetsStore\spritesheets\head\eyes\eyeroll\red.png,common,3,store
head,eyes,eyeroll,yellow,Eyeroll Eyes Yellow,eyes_eyeroll_yellow,\AssetsStore\spritesheets\head\eyes\eyeroll\yellow.png,common,3,store
head,eyes,default,blue,Default Eyes Blue,eyes_default_blue,\AssetsStore\spritesheets\head\eyes\default\blue.png,rare,0,gacha
head,eyes,default,brown,Default Eyes Brown,eyes_default_brown,\AssetsStore\spritesheets\head\eyes\default\brown.png,common,3,store
head,eyes,default,gray,Default Eyes Gray,eyes_default_gray,\AssetsStore\spritesheets\head\eyes\default\gray.png,common,3,store
head,eyes,default,green,Default Eyes Green,eyes_default_green,\AssetsStore\spritesheets\head\eyes\default\green.png,rare,0,gacha
head,eyes,default,orange,Default Eyes Orange,eyes_default_orange,\AssetsStore\spritesheets\head\eyes\default\orange.png,common,3,store
head,eyes,default,purple,Default Eyes Purple,eyes_default_purple,\AssetsStore\spritesheets\head\eyes\default\purple.png,rare,0,gacha
head,eyes,default,red,Default Eyes Red,eyes_default_red,\AssetsStore\spritesheets\head\eyes\default\red.png,common,3,store
head,eyes,default,yellow,Default Eyes Yellow,eyes_default_yellow,\AssetsStore\spritesheets\head\eyes\default\yellow.png,common,3,store
head,eyes,closing,blue,Closing Eyes Blue,eyes_closing_blue,\AssetsStore\spritesheets\head\eyes\closing\blue.png,rare,0,gacha
head,eyes,closing,brown,Closing Eyes Brown,eyes_closing_brown,\AssetsStore\spritesheets\head\eyes\closing\brown.png,common,3,store
head,eyes,closing,gray,Closing Eyes Gray,eyes_closing_gray,\AssetsStore\spritesheets\head\eyes\closing\gray.png,common,3,store
head,eyes,closing,green,Closing Eyes Green,eyes_closing_green,\AssetsStore\spritesheets\head\eyes\closing\green.png,rare,0,gacha
head,eyes,closing,orange,Closing Eyes Orange,eyes_closing_orange,\AssetsStore\spritesheets\head\eyes\closing\orange.png,common,3,store
head,eyes,closing,purple,Closing Eyes Purple,eyes_closing_purple,\AssetsStore\spritesheets\head\eyes\closing\purple.png,rare,0,gacha
head,eyes,closing,red,Closing Eyes Red,eyes_closing_red,\AssetsStore\spritesheets\head\eyes\closing\red.png,common,3,store
head,eyes,closing,yellow,Closing Eyes Yellow,eyes_closing_yellow,\AssetsStore\spritesheets\head\eyes\closing\yellow.png,common,3,store
head,eyes,anger,blue,Anger Eyes Blue,eyes_anger_blue,\AssetsStore\spritesheets\head\eyes\anger\blue.png,rare,0,gacha
head,eyes,anger,brown,Anger Eyes Brown,eyes_anger_brown,\AssetsStore\spritesheets\head\eyes\anger\brown.png,common,3,store
head,eyes,anger,gray,Anger Eyes Gray,eyes_anger_gray,\AssetsStore\spritesheets\head\eyes\anger\gray.png,common,3,store
head,eyes,anger,green,Anger Eyes Green,eyes_anger_green,\AssetsStore\spritesheets\head\eyes\anger\green.png,rare,0,gacha
head,eyes,anger,orange,Anger Eyes Orange,eyes_anger_orange,\AssetsStore\spritesheets\head\eyes\anger\orange.png,common,3,store
head,eyes,anger,purple,Anger Eyes Purple,eyes_anger_purple,\AssetsStore\spritesheets\head\eyes\anger\purple.png,rare,0,gacha
head,eyes,anger,red,Anger Eyes Red,eyes_anger_red,\AssetsStore\spritesheets\head\eyes\anger\red.png,common,3,store
head,eyes,anger,yellow,Anger Eyes Yellow,eyes_anger_yellow,\AssetsStore\spritesheets\head\eyes\anger\yellow.png,common,3,store
head,eyebrows,thin,ash,Thin Eyebrows Ash,eyebrows_thin_ash,\AssetsStore\spritesheets\head\eyebrows\thin\ash.png,common,3,store
head,eyebrows,thin,black,Thin Eyebrows Black,eyebrows_thin_black,\AssetsStore\spritesheets\head\eyebrows\thin\black.png,common,3,store
head,eyebrows,thin,blonde,Thin Eyebrows Blonde,eyebrows_thin_blonde,\AssetsStore\spritesheets\head\eyebrows\thin\blonde.png,common,3,store
head,eyebrows,thin,blue,Thin Eyebrows Blue,eyebrows_thin_blue,\AssetsStore\spritesheets\head\eyebrows\thin\blue.png,rare,0,gacha
head,eyebrows,thin,carrot,Thin Eyebrows Carrot,eyebrows_thin_carrot,\AssetsStore\spritesheets\head\eyebrows\thin\carrot.png,common,3,store
head,eyebrows,thin,chestnut,Thin Eyebrows Chestnut,eyebrows_thin_chestnut,\AssetsStore\spritesheets\head\eyebrows\thin\chestnut.png,common,3,store
head,eyebrows,thin,dark_brown,Thin Eyebrows Dark_Brown,eyebrows_thin_dark_brown,\AssetsStore\spritesheets\head\eyebrows\thin\dark_brown.png,common,3,store
head,eyebrows,thin,dark_gray,Thin Eyebrows Dark_Gray,eyebrows_thin_dark_gray,\AssetsStore\spritesheets\head\eyebrows\thin\dark_gray.png,common,3,store
head,eyebrows,thin,ginger,Thin Eyebrows Ginger,eyebrows_thin_ginger,\AssetsStore\spritesheets\head\eyebrows\thin\ginger.png,common,3,store
head,eyebrows,thin,gold,Thin Eyebrows Gold,eyebrows_thin_gold,\AssetsStore\spritesheets\head\eyebrows\thin\gold.png,common,3,store
head,eyebrows,thin,gray,Thin Eyebrows Gray,eyebrows_thin_gray,\AssetsStore\spritesheets\head\eyebrows\thin\gray.png,common,3,store
head,eyebrows,thin,green,Thin Eyebrows Green,eyebrows_thin_green,\AssetsStore\spritesheets\head\eyebrows\thin\green.png,rare,0,gacha
head,eyebrows,thin,light_brown,Thin Eyebrows Light_Brown,eyebrows_thin_light_brown,\AssetsStore\spritesheets\head\eyebrows\thin\light_brown.png,common,3,store
head,eyebrows,thin,navy,Thin Eyebrows Navy,eyebrows_thin_navy,\AssetsStore\spritesheets\head\eyebrows\thin\navy.png,common,3,store
head,eyebrows,thin,orange,Thin Eyebrows Orange,eyebrows_thin_orange,\AssetsStore\spritesheets\head\eyebrows\thin\orange.png,common,3,store
head,eyebrows,thin,pink,Thin Eyebrows Pink,eyebrows_thin_pink,\AssetsStore\spritesheets\head\eyebrows\thin\pink.png,rare,0,gacha
head,eyebrows,thin,platinum,Thin Eyebrows Platinum,eyebrows_thin_platinum,\AssetsStore\spritesheets\head\eyebrows\thin\platinum.png,legendary,0,gacha
head,eyebrows,thin,purple,Thin Eyebrows Purple,eyebrows_thin_purple,\AssetsStore\spritesheets\head\eyebrows\thin\purple.png,rare,0,gacha
head,eyebrows,thin,raven,Thin Eyebrows Raven,eyebrows_thin_raven,\AssetsStore\spritesheets\head\eyebrows\thin\raven.png,common,3,store
head,eyebrows,thin,red,Thin Eyebrows Red,eyebrows_thin_red,\AssetsStore\spritesheets\head\eyebrows\thin\red.png,common,3,store
head,eyebrows,thin,redhead,Thin Eyebrows Redhead,eyebrows_thin_redhead,\AssetsStore\spritesheets\head\eyebrows\thin\redhead.png,common,3,store
head,eyebrows,thin,rose,Thin Eyebrows Rose,eyebrows_thin_rose,\AssetsStore\spritesheets\head\eyebrows\thin\rose.png,common,3,store
head,eyebrows,thin,sandy,Thin Eyebrows Sandy,eyebrows_thin_sandy,\AssetsStore\spritesheets\head\eyebrows\thin\sandy.png,common,3,store
head,eyebrows,thin,strawberry,Thin Eyebrows Strawberry,eyebrows_thin_strawberry,\AssetsStore\spritesheets\head\eyebrows\thin\strawberry.png,common,3,store
head,eyebrows,thin,violet,Thin Eyebrows Violet,eyebrows_thin_violet,\AssetsStore\spritesheets\head\eyebrows\thin\violet.png,common,3,store
head,eyebrows,thin,white,Thin Eyebrows White,eyebrows_thin_white,\AssetsStore\spritesheets\head\eyebrows\thin\white.png,common,3,store
head,eyebrows,thick,ash,Thick Eyebrows Ash,eyebrows_thick_ash,\AssetsStore\spritesheets\head\eyebrows\thick\ash.png,common,3,store
head,eyebrows,thick,black,Thick Eyebrows Black,eyebrows_thick_black,\AssetsStore\spritesheets\head\eyebrows\thick\black.png,common,3,store
head,eyebrows,thick,blonde,Thick Eyebrows Blonde,eyebrows_thick_blonde,\AssetsStore\spritesheets\head\eyebrows\thick\blonde.png,common,3,store
head,eyebrows,thick,blue,Thick Eyebrows Blue,eyebrows_thick_blue,\AssetsStore\spritesheets\head\eyebrows\thick\blue.png,rare,0,gacha
head,eyebrows,thick,carrot,Thick Eyebrows Carrot,eyebrows_thick_carrot,\AssetsStore\spritesheets\head\eyebrows\thick\carrot.png,common,3,store
head,eyebrows,thick,chestnut,Thick Eyebrows Chestnut,eyebrows_thick_chestnut,\AssetsStore\spritesheets\head\eyebrows\thick\chestnut.png,common,3,store
head,eyebrows,thick,dark_brown,Thick Eyebrows Dark_Brown,eyebrows_thick_dark_brown,\AssetsStore\spritesheets\head\eyebrows\thick\dark_brown.png,common,3,store
head,eyebrows,thick,dark_gray,Thick Eyebrows Dark_Gray,eyebrows_thick_dark_gray,\AssetsStore\spritesheets\head\eyebrows\thick\dark_gray.png,common,3,store
head,eyebrows,thick,ginger,Thick Eyebrows Ginger,eyebrows_thick_ginger,\AssetsStore\spritesheets\head\eyebrows\thick\ginger.png,common,3,store
head,eyebrows,thick,gold,Thick Eyebrows Gold,eyebrows_thick_gold,\AssetsStore\spritesheets\head\eyebrows\thick\gold.png,common,3,store
head,eyebrows,thick,gray,Thick Eyebrows Gray,eyebrows_thick_gray,\AssetsStore\spritesheets\head\eyebrows\thick\gray.png,common,3,store
head,eyebrows,thick,green,Thick Eyebrows Green,eyebrows_thick_green,\AssetsStore\spritesheets\head\eyebrows\thick\green.png,rare,0,gacha
head,eyebrows,thick,light_brown,Thick Eyebrows Light_Brown,eyebrows_thick_light_brown,\AssetsStore\spritesheets\head\eyebrows\thick\light_brown.png,common,3,store
head,eyebrows,thick,navy,Thick Eyebrows Navy,eyebrows_thick_navy,\AssetsStore\spritesheets\head\eyebrows\thick\navy.png,common,3,store
head,eyebrows,thick,orange,Thick Eyebrows Orange,eyebrows_thick_orange,\AssetsStore\spritesheets\head\eyebrows\thick\orange.png,common,3,store
head,eyebrows,thick,pink,Thick Eyebrows Pink,eyebrows_thick_pink,\AssetsStore\spritesheets\head\eyebrows\thick\pink.png,rare,0,gacha
head,eyebrows,thick,platinum,Thick Eyebrows Platinum,eyebrows_thick_platinum,\AssetsStore\spritesheets\head\eyebrows\thick\platinum.png,legendary,0,gacha
head,eyebrows,thick,purple,Thick Eyebrows Purple,eyebrows_thick_purple,\AssetsStore\spritesheets\head\eyebrows\thick\purple.png,rare,0,gacha
head,eyebrows,thick,raven,Thick Eyebrows Raven,eyebrows_thick_raven,\AssetsStore\spritesheets\head\eyebrows\thick\raven.png,common,3,store
head,eyebrows,thick,red,Thick Eyebrows Red,eyebrows_thick_red,\AssetsStore\spritesheets\head\eyebrows\thick\red.png,common,3,store
head,eyebrows,thick,redhead,Thick Eyebrows Redhead,eyebrows_thick_redhead,\AssetsStore\spritesheets\head\eyebrows\thick\redhead.png,common,3,store
head,eyebrows,thick,rose,Thick Eyebrows Rose,eyebrows_thick_rose,\AssetsStore\spritesheets\head\eyebrows\thick\rose.png,common,3,store
head,eyebrows,thick,sandy,Thick Eyebrows Sandy,eyebrows_thick_sandy,\AssetsStore\spritesheets\head\eyebrows\thick\sandy.png,common,3,store
head,eyebrows,thick,strawberry,Thick Eyebrows Strawberry,eyebrows_thick_strawberry,\AssetsStore\spritesheets\head\eyebrows\thick\strawberry.png,common,3,store
head,eyebrows,thick,violet,Thick Eyebrows Violet,eyebrows_thick_violet,\AssetsStore\spritesheets\head\eyebrows\thick\violet.png,common,3,store
head,eyebrows,thick,white,Thick Eyebrows White,eyebrows_thick_white,\AssetsStore\spritesheets\head\eyebrows\thick\white.png,common,3,store
head,ears,medium,amber,Medium Ears Amber,ears_medium_amber,\AssetsStore\spritesheets\head\ears\medium\{animation}\amber.png,rare,0,gacha
head,ears,medium,black,Medium Ears Black,ears_medium_black,\AssetsStore\spritesheets\head\ears\medium\{animation}\black.png,common,3,store
head,ears,medium,blue,Medium Ears Blue,ears_medium_blue,\AssetsStore\spritesheets\head\ears\medium\{animation}\blue.png,rare,0,gacha
head,ears,medium,bright_green,Medium Ears Bright_Green,ears_medium_bright_green,\AssetsStore\spritesheets\head\ears\medium\{animation}\bright_green.png,epic,0,gacha
head,ears,medium,bronze,Medium Ears Bronze,ears_medium_bronze,\AssetsStore\spritesheets\head\ears\medium\{animation}\bronze.png,epic,0,gacha
head,ears,medium,brown,Medium Ears Brown,ears_medium_brown,\AssetsStore\spritesheets\head\ears\medium\{animation}\brown.png,common,3,store
head,ears,medium,dark_green,Medium Ears Dark_Green,ears_medium_dark_green,\AssetsStore\spritesheets\head\ears\medium\{animation}\dark_green.png,rare,0,gacha
head,ears,medium,fur_black,Medium Ears Fur_Black,ears_medium_fur_black,\AssetsStore\spritesheets\head\ears\medium\{animation}\fur_black.png,common,3,store
head,ears,medium,fur_brown,Medium Ears Fur_Brown,ears_medium_fur_brown,\AssetsStore\spritesheets\head\ears\medium\{animation}\fur_brown.png,common,3,store
head,ears,medium,fur_copper,Medium Ears Fur_Copper,ears_medium_fur_copper,\AssetsStore\spritesheets\head\ears\medium\{animation}\fur_copper.png,epic,0,gacha
head,ears,medium,fur_gold,Medium Ears Fur_Gold,ears_medium_fur_gold,\AssetsStore\spritesheets\head\ears\medium\{animation}\fur_gold.png,legendary,0,gacha
head,ears,medium,fur_grey,Medium Ears Fur_Grey,ears_medium_fur_grey,\AssetsStore\spritesheets\head\ears\medium\{animation}\fur_grey.png,common,3,store
head,ears,medium,fur_tan,Medium Ears Fur_Tan,ears_medium_fur_tan,\AssetsStore\spritesheets\head\ears\medium\{animation}\fur_tan.png,common,3,store
head,ears,medium,fur_white,Medium Ears Fur_White,ears_medium_fur_white,\AssetsStore\spritesheets\head\ears\medium\{animation}\fur_white.png,common,3,store
head,ears,medium,green,Medium Ears Green,ears_medium_green,\AssetsStore\spritesheets\head\ears\medium\{animation}\green.png,rare,0,gacha
head,ears,medium,lavender,Medium Ears Lavender,ears_medium_lavender,\AssetsStore\spritesheets\head\ears\medium\{animation}\lavender.png,epic,0,gacha
head,ears,medium,light,Medium Ears Light,ears_medium_light,\AssetsStore\spritesheets\head\ears\medium\{animation}\light.png,common,3,store
head,ears,medium,olive,Medium Ears Olive,ears_medium_olive,\AssetsStore\spritesheets\head\ears\medium\{animation}\olive.png,rare,0,gacha
head,ears,medium,pale_green,Medium Ears Pale_Green,ears_medium_pale_green,\AssetsStore\spritesheets\head\ears\medium\{animation}\pale_green.png,rare,0,gacha
head,ears,medium,taupe,Medium Ears Taupe,ears_medium_taupe,\AssetsStore\spritesheets\head\ears\medium\{animation}\taupe.png,rare,0,gacha
head,ears,medium,zombie,Medium Ears Zombie,ears_medium_zombie,\AssetsStore\spritesheets\head\ears\medium\{animation}\zombie.png,legendary,0,gacha
head,ears,medium,zombie_green,Medium Ears Zombie_Green,ears_medium_zombie_green,\AssetsStore\spritesheets\head\ears\medium\{animation}\zombie_green.png,legendary,0,gacha
